SubscriptionPlan,AgeGroup,Login,WatchTimeMinutes,ContentPreference,Location,HouseholdSize,PrimaryDevice,PaymentSubscriptionPlan,BillingCycle,IsAutoRenew,TenureDays,DaysSinceLastActivity,TotalLogins,TotalWatchTime,AvgWatchTime,LoginFrequency,ActivityRatio,Actual_Churned,LR_Churn_Probability,XGB_Churn_Probability,LR_Prediction,XGB_Prediction,Segment,SegmentName,Strategy,Offer,Channel
Basic,26-35,0,0,Documentaries,East,4,Tablet,Basic,Annually,True,103,47,47,1696,18.63736263736264,0.4563106796116505,0.9791666666666666,0,0.0007753386132461,6.4743616e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,18-25,0,0,Documentaries,South,3,Tablet,Basic,Monthly,True,129,68,40,1347,19.242857142857144,0.3100775193798449,0.5797101449275363,0,0.0066182629065871,7.559613e-14,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,36-50,0,0,Movies,West,1,Tablet,Basic,Monthly,True,51,47,40,1334,14.65934065934066,0.7843137254901961,0.8333333333333334,0,0.4682585537299212,0.0001969049,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,26-35,0,0,TV Shows,East,1,Mobile,Standard,Monthly,True,124,67,51,3921,55.225352112676056,0.4112903225806452,0.75,0,0.0100712813510426,1.0118683e-12,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,26-35,1,70,Documentaries,North,3,Tablet,Premium,Quarterly,True,76,47,66,8031,88.25274725274726,0.868421052631579,1.375,0,0.0313352051306312,2.7578036e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,26-35,1,53,Documentaries,Central,4,Mobile,Standard,Annually,True,65,47,55,3840,42.1978021978022,0.8461538461538461,1.1458333333333333,0,0.0310112289753526,1.3264474e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,26-35,1,67,Documentaries,Central,3,Smart TV,Standard,Annually,True,62,47,69,5081,55.83516483516483,1.1129032258064515,1.4375,0,0.0168908386328831,1.7974199e-06,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,26-35,1,73,Movies,South,5,Mobile,Standard,Monthly,True,134,47,66,4668,51.2967032967033,0.4925373134328358,1.375,0,8.952615792950814e-06,3.07616e-11,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,26-35,0,0,Documentaries,East,3,Tablet,Standard,Annually,True,117,47,67,5089,55.92307692307692,0.5726495726495726,1.3958333333333333,0,7.191189073148733e-05,1.6903649e-11,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,36-50,1,115,Sports,East,2,Mobile,Standard,Annually,True,49,47,64,4685,51.48351648351648,1.3061224489795915,1.3333333333333333,0,0.1275971551807087,0.00050375075,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Premium,36-50,1,159,Documentaries,East,4,Mobile,Premium,Annually,True,75,47,64,7855,86.31868131868131,0.8533333333333334,1.3333333333333333,0,0.0280149538922169,1.334908e-07,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,36-50,1,48,Sports,South,2,Mobile,Basic,Quarterly,True,87,47,47,1514,16.63736263736264,0.5402298850574713,0.9791666666666666,0,0.0053634529402068,1.139123e-07,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,18-25,0,0,Documentaries,Central,2,Mobile,Standard,Quarterly,True,109,47,53,3768,41.40659340659341,0.4862385321100917,1.1041666666666667,0,0.0005010707613319,8.7983737e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,36-50,1,76,Movies,Central,2,Smart TV,Standard,Monthly,False,62,47,66,4895,53.79120879120879,1.064516129032258,1.375,0,0.0580435121398842,4.223224e-06,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,26-35,1,29,Movies,Central,4,Smart TV,Basic,Annually,True,122,47,50,1665,18.296703296703296,0.4098360655737705,1.0416666666666667,0,5.129765859370948e-05,2.156055e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,0,0,Sports,West,4,Smart TV,Basic,Monthly,True,94,47,44,1473,16.186813186813186,0.4680851063829787,0.9166666666666666,0,0.0011181624725283,9.042381e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,51+,1,22,Sports,North,2,Smart TV,Basic,Monthly,True,70,47,49,1771,19.46153846153846,0.7,1.0208333333333333,0,0.0289652058274905,3.307817e-06,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,26-35,0,0,TV Shows,East,3,Smart TV,Premium,Monthly,True,98,47,63,7687,84.47252747252747,0.6428571428571429,1.3125,0,0.001892041581705,1.6258082e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,18-25,1,46,TV Shows,South,5,Mobile,Basic,Monthly,True,98,47,48,1507,16.560439560439562,0.4897959183673469,1.0,0,0.0012513565548305,7.3469014e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,36-50,1,18,Movies,West,1,Tablet,Basic,Monthly,True,49,47,40,1334,14.65934065934066,0.8163265306122449,0.8333333333333334,0,0.6117593440367319,0.00024374755,1,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Basic,18-25,1,11,Sports,Central,3,Web Browser,Basic,Annually,True,128,47,50,1946,21.384615384615383,0.390625,1.0416666666666667,0,5.315248840653986e-05,2.3755098e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,36-50,1,24,Movies,West,1,Tablet,Basic,Monthly,True,106,47,40,1334,14.65934065934066,0.3773584905660377,0.8333333333333334,0,0.0031803817563565,3.468546e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,36-50,1,37,TV Shows,South,2,Smart TV,Basic,Quarterly,True,101,47,50,1766,19.406593406593405,0.495049504950495,1.0416666666666667,0,0.0011893174716422,4.634413e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,36-50,0,0,Sports,East,3,Tablet,Basic,Annually,True,116,47,45,1456,16.0,0.3879310344827586,0.9375,0,0.0002535654953422,1.2177269e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,1,54,TV Shows,East,2,Mobile,Basic,Monthly,True,74,47,49,1829,20.0989010989011,0.6621621621621622,1.0208333333333333,0,0.0284522139850686,1.4275179e-07,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,18-25,1,87,Movies,East,1,Tablet,Standard,Monthly,False,97,57,53,3705,45.74074074074074,0.5463917525773195,0.913793103448276,0,0.0704401266325088,0.00015552805,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,0,0,TV Shows,West,4,Web Browser,Basic,Quarterly,True,56,47,58,2099,23.065934065934066,1.0357142857142858,1.2083333333333333,0,0.0425399088631003,3.550163e-05,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,26-35,1,91,Movies,Central,3,Web Browser,Standard,Annually,True,93,47,65,5071,55.72527472527472,0.6989247311827957,1.3541666666666667,0,0.0017656181499672,1.9444103e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,36-50,0,0,Sports,South,2,Mobile,Basic,Quarterly,True,102,47,47,1514,16.63736263736264,0.4607843137254901,0.9791666666666666,0,0.0006951033903702,6.697798e-08,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,26-35,1,35,Sports,South,3,Smart TV,Standard,Monthly,True,99,47,64,5056,55.56043956043956,0.6464646464646465,1.3333333333333333,0,0.0005090790526307,3.3703693e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,36-50,1,109,Movies,North,3,Smart TV,Premium,Quarterly,False,124,67,51,6184,87.09859154929578,0.4112903225806452,0.75,0,0.025947782858228,1.7628266e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,26-35,0,0,TV Shows,West,4,Mobile,Basic,Monthly,True,99,47,48,1766,19.406593406593405,0.4848484848484848,1.0,0,0.0006526922408078,3.8091255e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,26-35,0,0,Documentaries,Central,4,Mobile,Standard,Annually,True,61,47,55,3840,42.1978021978022,0.9016393442622952,1.1458333333333333,0,0.0316020277832697,3.5301864e-06,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,51+,1,36,TV Shows,Central,5,Smart TV,Standard,Annually,True,102,47,63,4744,52.13186813186813,0.6176470588235294,1.3125,0,0.0003616888023444,2.9629421e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,18-25,0,0,Sports,South,3,Mobile,Premium,Monthly,True,64,47,54,6530,71.75824175824175,0.84375,1.125,0,0.080520859654895,8.99103e-06,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,18-25,0,0,Documentaries,North,2,Mobile,Standard,Quarterly,True,80,47,63,4924,54.10989010989011,0.7875,1.3125,0,0.0052641443196525,9.6679805e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,18-25,0,0,Movies,Central,3,Mobile,Standard,Quarterly,False,63,47,63,4445,48.84615384615385,1.0,1.3125,0,0.028774396046529,2.1467682e-05,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,26-35,1,27,Documentaries,Central,4,Smart TV,Basic,Annually,True,115,47,46,1614,17.736263736263737,0.4,0.9583333333333334,0,0.0001614222474241,3.733082e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,0,0,Documentaries,North,3,Web Browser,Basic,Monthly,True,128,47,45,1648,18.10989010989011,0.3515625,0.9375,0,8.847361509242286e-05,4.2750716e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,18-25,0,0,TV Shows,West,5,Smart TV,Basic,Monthly,True,108,47,53,1670,18.35164835164835,0.4907407407407407,1.1041666666666667,0,0.0001464775303356,7.2275363e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Premium,18-25,0,0,Documentaries,North,3,Web Browser,Premium,Monthly,True,103,47,55,6369,69.98901098901099,0.5339805825242718,1.1458333333333333,0,0.0027461067716495,1.2348797e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,51+,0,0,Documentaries,North,3,Mobile,Basic,Monthly,True,93,47,51,1682,18.48351648351648,0.5483870967741935,1.0625,0,0.0016153107427662,5.8194227e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,18-25,0,0,Movies,West,3,Mobile,Standard,Monthly,True,55,47,52,3900,42.85714285714285,0.9454545454545454,1.0833333333333333,0,0.1213214089215043,0.00034917585,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,36-50,1,20,Movies,North,4,Smart TV,Basic,Quarterly,True,114,47,42,1393,15.307692307692308,0.3684210526315789,0.875,0,0.0004685481666465,2.2809798e-09,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,18-25,0,0,Documentaries,North,5,Tablet,Standard,Quarterly,True,111,47,67,4873,53.54945054945055,0.6036036036036037,1.3958333333333333,0,0.000141261662093,1.490381e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,26-35,1,115,Documentaries,West,5,Smart TV,Standard,Monthly,False,133,47,62,4328,47.56043956043956,0.4661654135338345,1.2916666666666667,0,1.1498653941936093e-05,8.735113e-11,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,36-50,1,10,TV Shows,East,4,Mobile,Basic,Annually,True,87,47,32,1028,11.296703296703296,0.367816091954023,0.6666666666666666,0,0.0193101670430688,2.9982644e-08,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,26-35,0,0,Sports,South,3,Mobile,Basic,Annually,True,74,47,38,1445,15.87912087912088,0.5135135135135135,0.7916666666666666,0,0.0147168307811325,9.59372e-07,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,51+,1,77,Sports,North,5,Tablet,Standard,Quarterly,True,99,47,68,5328,58.54945054945055,0.6868686868686869,1.4166666666666667,0,0.000665280355982,2.1880364e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,51+,1,81,TV Shows,Central,5,Smart TV,Standard,Annually,True,58,47,63,4744,52.13186813186813,1.0862068965517242,1.3125,0,0.0423095505110064,1.0290358e-05,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Standard,18-25,0,0,Movies,East,3,Mobile,Standard,Monthly,True,131,47,63,4590,50.43956043956044,0.4809160305343511,1.3125,0,2.327763159237245e-05,6.9374326e-11,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,26-35,1,68,TV Shows,North,5,Smart TV,Standard,Quarterly,True,106,47,57,4465,49.06593406593407,0.5377358490566038,1.1875,0,0.0004153152559609,6.629477e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,18-25,1,93,Sports,North,3,Web Browser,Standard,Annually,True,94,47,71,5297,58.20879120879121,0.7553191489361702,1.4791666666666667,0,0.0007003625404576,1.4786171e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,26-35,0,0,Movies,Central,2,Smart TV,Standard,Annually,True,99,47,62,4607,50.62637362637363,0.6262626262626263,1.2916666666666667,0,0.000417987200332,1.5238086e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,18-25,1,71,Sports,North,3,Web Browser,Standard,Annually,True,86,47,71,5297,58.20879120879121,0.8255813953488372,1.4791666666666667,0,0.0016270303585191,3.47968e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,51+,0,0,Movies,South,3,Mobile,Basic,Annually,True,113,47,44,1432,15.736263736263735,0.3893805309734513,0.9166666666666666,0,0.0001920559257405,5.4937027e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,26-35,1,78,Documentaries,West,2,Mobile,Standard,Annually,True,125,47,52,3913,43.0,0.416,1.0833333333333333,0,5.725215418335408e-05,4.3731416e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,36-50,1,108,Movies,North,3,Smart TV,Premium,Quarterly,False,80,67,51,6184,87.09859154929578,0.6375,0.75,0,0.7686252070471908,0.001742724,1,0,3,High Risk - High Value,VIP retention,1-on-1 account review,Phone call from account manager
Standard,26-35,1,76,Sports,West,5,Smart TV,Standard,Quarterly,True,92,47,63,5058,55.582417582417584,0.6847826086956522,1.3125,0,0.0007640484870212,3.7825116e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,51+,0,0,TV Shows,North,1,Tablet,Premium,Monthly,True,108,47,66,8035,88.2967032967033,0.6111111111111112,1.375,0,0.0011677469211275,5.656201e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,36-50,1,93,Movies,East,2,Mobile,Standard,Monthly,True,96,47,59,4589,50.42857142857143,0.6145833333333334,1.2291666666666667,0,0.0034202604951104,6.255538e-08,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Premium,18-25,1,113,Sports,Central,4,Smart TV,Premium,Monthly,True,132,47,68,8444,92.7912087912088,0.5151515151515151,1.4166666666666667,0,4.007776417054955e-05,4.6416024e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,26-35,0,0,Documentaries,West,2,Mobile,Standard,Annually,True,64,47,52,3913,43.0,0.8125,1.0833333333333333,0,0.0282456733508662,1.6290812e-06,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,26-35,1,54,Documentaries,East,1,Mobile,Basic,Monthly,True,124,47,38,1347,14.802197802197805,0.3064516129032258,0.7916666666666666,0,0.0003610944517012,7.4644874e-11,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Basic,51+,1,39,Movies,South,3,Mobile,Basic,Annually,True,95,47,44,1432,15.736263736263735,0.4631578947368421,0.9166666666666666,0,0.0020573678139406,1.2362747e-08,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,26-35,0,0,Movies,Central,3,Web Browser,Standard,Annually,True,117,47,65,5071,55.72527472527472,0.5555555555555556,1.3541666666666667,0,8.137709846713214e-05,1.6866557e-10,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Standard,26-35,0,0,Documentaries,South,5,Mobile,Standard,Quarterly,True,98,47,64,4634,50.92307692307692,0.6530612244897959,1.3333333333333333,0,0.0003276829688194,3.31899e-09,0,0,2,Medium Risk - Medium Value,Engagement boost,Personalized recommendations,In-app messages
Basic,26-35,1,49,Movies,South,3,Web Browser,Basic,Monthly,True,112,47,46,1552,17.054945054945055,0.4107142857142857,0.9583333333333334,0,0.0006471046693214,1.2718536e-10,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
Standard,36-50,1,39,Sports,South,2,Web Browser,Standard,Annually,True,76,47,64,5125,56.31868131868132,0.8421052631578947,1.3333333333333333,0,0.0112098444072151,8.753088e-08,0,0,0,Low Risk - High Value,Premium loyalty program,Exclusive content access,Personalized email
Basic,26-35,1,39,Documentaries,West,3,Smart TV,Basic,Monthly,True,47,47,49,1652,18.153846153846157,1.0425531914893618,1.0208333333333333,0,0.2033055417053979,0.00013513598,0,0,1,High Risk - Low Value,Win-back campaign,Limited-time discount,Push notifications
